	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0027827											KIN02316.1					
OG0027828											KIN02318.1					
OG0027829											KIN02320.1					
OG0027830											KIN02321.1					
OG0027831											KIN02327.1					
OG0027832											KIN02334.1					
OG0027833											KIN02351.1					
OG0027834											KIN02361.1					
OG0027835											KIN02362.1					
OG0027836											KIN02363.1					
OG0027837											KIN02390.1					
OG0027838											KIN02406.1					
OG0027839											KIN02421.1					
OG0027840											KIN02423.1					
OG0027841											KIN02428.1					
OG0027842											KIN02430.1					
OG0027843											KIN02431.1					
OG0027844											KIN02432.1					
OG0027845											KIN02433.1					
OG0027846											KIN02435.1					
OG0027847											KIN02440.1					
OG0027848											KIN02442.1					
OG0027849											KIN02445.1					
OG0027850											KIN02453.1					
OG0027851											KIN02505.1					
OG0027852											KIN02518.1					
OG0027853											KIN02520.1					
OG0027854											KIN02524.1					
OG0027855											KIN02534.1					
OG0027856											KIN02552.1					
OG0027857											KIN02561.1					
OG0027858											KIN02562.1					
OG0027859											KIN02567.1					
OG0027860											KIN02572.1					
OG0027861											KIN02582.1					
OG0027862											KIN02584.1					
OG0027863											KIN02593.1					
OG0027864											KIN02607.1					
OG0027865											KIN02630.1					
OG0027866											KIN02635.1					
OG0027867											KIN02642.1					
OG0027868											KIN02658.1					
OG0027869											KIN02666.1					
OG0027870											KIN02671.1					
OG0027871											KIN02672.1					
OG0027872											KIN02675.1					
OG0027873											KIN02692.1					
OG0027874											KIN02698.1					
OG0027875											KIN02702.1					
OG0027876											KIN02704.1					
OG0027877											KIN02710.1					
OG0027878											KIN02716.1					
OG0027879											KIN02723.1					
OG0027880											KIN02751.1					
OG0027881											KIN02759.1					
OG0027882											KIN02770.1					
OG0027883											KIN02781.1					
OG0027884											KIN02783.1					
OG0027885											KIN02796.1					
OG0027886											KIN02808.1					
OG0027887											KIN02809.1					
OG0027888											KIN02810.1					
OG0027889											KIN02817.1					
OG0027890											KIN02820.1					
OG0027891											KIN02829.1					
OG0027892											KIN02833.1					
OG0027893											KIN02845.1					
OG0027894											KIN02853.1					
OG0027895											KIN02857.1					
OG0027896											KIN02868.1					
OG0027897											KIN02870.1					
OG0027898											KIN02871.1					
OG0027899											KIN02875.1					
OG0027900											KIN02886.1					
OG0027901											KIN02888.1					
OG0027902											KIN02891.1					
OG0027903											KIN02893.1					
OG0027904											KIN02896.1					
OG0027905											KIN02898.1					
OG0027906											KIN02899.1					
OG0027907											KIN02904.1					
OG0027908											KIN02910.1					
OG0027909											KIN02920.1					
OG0027910											KIN02928.1					
OG0027911											KIN02935.1					
OG0027912											KIN02946.1					
OG0027913											KIN02950.1					
OG0027914											KIN02951.1					
OG0027915											KIN02956.1					
OG0027916											KIN02958.1					
OG0027917											KIN02961.1					
OG0027918											KIN02969.1					
OG0027919											KIN02977.1					
OG0027920											KIN02981.1					
OG0027921											KIN02994.1					
OG0027922											KIN02999.1					
OG0027923											KIN03008.1					
OG0027924											KIN03009.1					
OG0027925											KIN03010.1					
OG0027926											KIN03017.1					
OG0027927											KIN03018.1					
OG0027928											KIN03021.1					
OG0027929											KIN03023.1					
OG0027930											KIN03029.1					
OG0027931											KIN03032.1					
OG0027932											KIN03045.1					
OG0027933											KIN03055.1					
OG0027934											KIN03065.1					
OG0027935											KIN03067.1					
OG0027936											KIN03070.1					
OG0027937											KIN03073.1					
OG0027938											KIN03075.1					
OG0027939											KIN03081.1					
OG0027940											KIN03093.1					
OG0027941											KIN03094.1					
OG0027942											KIN03097.1					
OG0027943											KIN03102.1					
OG0027944											KIN03103.1					
OG0027945											KIN03105.1					
OG0027946											KIN03108.1					
OG0027947											KIN03126.1					
OG0027948											KIN03131.1					
OG0027949											KIN03144.1					
OG0027950											KIN03156.1					
OG0027951											KIN03159.1					
OG0027952											KIN03163.1					
OG0027953											KIN03165.1					
OG0027954											KIN03166.1					
OG0027955											KIN03168.1					
OG0027956											KIN03174.1					
OG0027957											KIN03177.1					
OG0027958											KIN03180.1					
OG0027959											KIN03184.1					
OG0027960											KIN03187.1					
OG0027961											KIN03190.1					
OG0027962											KIN03199.1					
OG0027963											KIN03219.1					
OG0027964											KIN03234.1					
OG0027965											KIN03236.1					
OG0027966											KIN03238.1					
OG0027967											KIN03245.1					
OG0027968											KIN03254.1					
OG0027969											KIN03255.1					
OG0027970											KIN03257.1					
OG0027971											KIN03258.1					
OG0027972											KIN03261.1					
OG0027973											KIN03262.1					
OG0027974											KIN03263.1					
OG0027975											KIN03280.1					
OG0027976											KIN03282.1					
OG0027977											KIN03285.1					
OG0027978											KIN03286.1					
OG0027979											KIN03290.1					
OG0027980											KIN03293.1					
OG0027981											KIN03296.1					
OG0027982											KIN03300.1					
OG0027983											KIN03302.1					
OG0027984											KIN03303.1					
OG0027985											KIN03306.1					
OG0027986											KIN03316.1					
OG0027987											KIN03321.1					
OG0027988											KIN03336.1					
OG0027989											KIN03345.1					
OG0027990											KIN03347.1					
OG0027991											KIN03348.1					
OG0027992											KIN03349.1					
OG0027993											KIN03352.1					
OG0027994											KIN03356.1					
OG0027995											KIN03363.1					
OG0027996											KIN03366.1					
OG0027997											KIN03379.1					
OG0027998											KIN03380.1					
OG0027999											KIN03383.1					
OG0028000											KIN03402.1					
OG0028001											KIN03403.1					
OG0028002											KIN03405.1					
OG0028003											KIN03410.1					
OG0028004											KIN03431.1					
OG0028005											KIN03436.1					
OG0028006											KIN03438.1					
OG0028007											KIN03440.1					
OG0028008											KIN03441.1					
OG0028009											KIN03452.1					
OG0028010											KIN03455.1					
OG0028011											KIN03464.1					
OG0028012											KIN03465.1					
OG0028013											KIN03469.1					
OG0028014											KIN03472.1					
OG0028015											KIN03487.1					
OG0028016											KIN03489.1					
OG0028017											KIN03494.1					
OG0028018											KIN03500.1					
OG0028019											KIN03506.1					
OG0028020											KIN03522.1					
OG0028021											KIN03531.1					
OG0028022											KIN03532.1					
OG0028023											KIN03539.1					
OG0028024											KIN03546.1					
OG0028025											KIN03553.1					
OG0028026											KIN03557.1					
OG0028027											KIN03560.1					
OG0028028											KIN03576.1					
OG0028029											KIN03577.1					
OG0028030											KIN03589.1					
OG0028031											KIN03590.1					
OG0028032											KIN03591.1					
OG0028033											KIN03603.1					
OG0028034											KIN03608.1					
OG0028035											KIN03609.1					
OG0028036											KIN03626.1					
OG0028037											KIN03632.1					
OG0028038											KIN03635.1					
OG0028039											KIN03647.1					
OG0028040											KIN03648.1					
OG0028041											KIN03649.1					
OG0028042											KIN03650.1					
OG0028043											KIN03652.1					
OG0028044											KIN03658.1					
OG0028045											KIN03662.1					
OG0028046											KIN03665.1					
OG0028047											KIN03670.1					
OG0028048											KIN03693.1					
OG0028049											KIN03694.1					
OG0028050											KIN03702.1					
OG0028051											KIN03704.1					
OG0028052											KIN03713.1					
OG0028053											KIN03715.1					
OG0028054											KIN03716.1					
OG0028055											KIN03720.1					
OG0028056											KIN03730.1					
OG0028057											KIN03731.1					
OG0028058											KIN03732.1					
OG0028059											KIN03734.1					
OG0028060											KIN03749.1					
OG0028061											KIN03759.1					
OG0028062											KIN03775.1					
OG0028063											KIN03778.1					
OG0028064											KIN03792.1					
OG0028065											KIN03807.1					
OG0028066											KIN03817.1					
OG0028067											KIN03818.1					
OG0028068											KIN03821.1					
OG0028069											KIN03840.1					
OG0028070											KIN03850.1					
OG0028071											KIN03860.1					
OG0028072											KIN03866.1					
OG0028073											KIN03889.1					
OG0028074											KIN03911.1					
OG0028075											KIN03918.1					
OG0028076											KIN03925.1					
OG0028077											KIN03935.1					
OG0028078											KIN03940.1					
OG0028079											KIN03944.1					
OG0028080											KIN03948.1					
OG0028081											KIN03950.1					
OG0028082											KIN03951.1					
OG0028083											KIN03971.1					
OG0028084											KIN03978.1					
OG0028085											KIN03998.1					
OG0028086											KIN04020.1					
OG0028087											KIN04022.1					
OG0028088											KIN04027.1					
OG0028089											KIN04028.1					
OG0028090											KIN04054.1					
OG0028091											KIN04061.1					
OG0028092											KIN04064.1					
OG0028093											KIN04069.1					
OG0028094											KIN04078.1					
OG0028095											KIN04086.1					
OG0028096											KIN04102.1					
OG0028097											KIN04126.1					
OG0028098											KIN04130.1					
OG0028099											KIN04135.1					
OG0028100											KIN04142.1					
OG0028101											KIN04144.1					
OG0028102											KIN04147.1					
OG0028103											KIN04151.1					
OG0028104											KIN04159.1					
OG0028105											KIN04163.1					
OG0028106											KIN04180.1					
OG0028107											KIN04181.1					
OG0028108											KIN04198.1					
OG0028109											KIN04206.1					
OG0028110											KIN04231.1					
OG0028111											KIN04232.1					
OG0028112											KIN04259.1					
OG0028113											KIN04260.1					
OG0028114											KIN04267.1					
OG0028115											KIN04286.1					
OG0028116											KIN04289.1					
OG0028117											KIN04341.1					
OG0028118											KIN04345.1					
OG0028119											KIN04346.1					
OG0028120											KIN04347.1					
OG0028121											KIN04348.1					
OG0028122											KIN04349.1					
OG0028123											KIN04365.1					
OG0028124											KIN04370.1					
OG0028125											KIN04375.1					
OG0028126											KIN04376.1					
